dataset,name,_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,binarized_crystalscore,binarized_crystalscore_predictions,binarized_crystalscore_prob_predictions
39,2017-10-17T16_00_00.000000+00_00_LBL_D10,1.262598874364346,2.5492799540162,4.194307474776734,0,1,0.8307783173557758
39,2019-03-16T00_26_55.990515+00_00_LBL_G5,0.7897932021052994,1.6726522329012323,6.116412373201424,1,0,0.45944507466943185
39,2019-06-18T20_49_29.598214+00_00_LBL_C11,0.6502191584706956,1.9909730306273865,7.209211383880079,0,0,0.04123655106516792
39,2018-10-31T17_30_05.725585+00_00_LBL_H12,0.37734256361649576,1.2089085021693726,8.109846725709817,0,0,0.15900205708141923
39,2019-06-10T21_14_00.866379+00_00_LBL_B1,0.6390136150336581,1.155058914772143,6.626113404301544,0,0,0.49300092459554207
39,2017-10-17T16_00_00.000000+00_00_LBL_G11,1.297580982050669,1.2974941916338685,3.5767255746402795,0,1,0.8284038168124565
39,2017-10-18T23_35_29.000000+00_00_LBL_B6,0.8188544325876079,0.8188600013861653,4.779491635889637,1,0,0.3271976378653085
39,2018-07-24T16_19_50.004700+00_00_LBL_G11,0.6198303957028003,1.0496244347628765,6.4459471788069385,0,1,0.675782757824433
39,2018-10-16T02_54_48.818135+00_00_LBL_E2,0.2495458134055845,0.2405946695311464,8.0729837860475,1,1,0.7210007819585018
39,2019-05-13T18_52_03.413380+00_00_LBL_C11,0.3454142051094232,0.5030748305040171,7.353836841768187,1,1,0.6950568232835228
39,2018-09-13T13_27_47.616022+00_00_LBL_E5,0.5658531747018278,2.3973738743442405,6.92952480095346,0,0,0.4515400889577078
39,2019-06-10T21_14_00.866379+00_00_LBL_D11,0.06977734876804312,1.296546196291802,1.2192048663914838,0,0,0.1638202627750421
39,2017-10-19T23_16_50.000000+00_00_LBL_E3,0.9699052502493996,1.9398058252427184,0.7719743772001797,0,0,0.3724317754103721
39,2018-12-11T15_45_11.271370+00_00_LBL_G2,0.19843897733493085,1.87354010250319,8.834817872402056,0,0,0.14759600798287847
39,2017-10-18T19_58_20.000000+00_00_LBL_E10,1.297580982050669,2.595097830853125,3.5767255746402795,0,1,0.6477034505418712
39,2019-02-21T17_06_08.308424+00_00_LBL_G11,0.6895586127626679,0.7159874719886372,7.7601441283757815,0,0,0.004683990802860651
39,2018-10-31T17_30_05.725585+00_00_LBL_E2,0.03642102268554021,0.04523168674498193,8.047313215252013,0,0,0.12103164011864904
39,2018-07-09T22_47_01.237679+00_00_LBL_D6,0.4717901997787465,0.8505003581901294,6.333636556927504,1,1,0.8046274293306339
